cveid,pub_time,vul_level,source,status,fixed_version,binary,architecture,vul_name,score,vul_category,description,cve_description,utsa_id
CVE-2021-21834,2021-08-25,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,An exploitable integer overflow vulnerability exists within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input when decoding the atom for the “co64” FOURCC can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-40083,2021-08-24,high,knot-resolver,unaffected,,"['knot-resolver', 'knot-resolver-doc', 'knot-resolver-module-http']","X86,MIPS,ARM",,7.5,可达断言,,"Knot Resolver before 5.3.2 is prone to an assertion failure, triggerable by a remote attacker in an edge case (NSEC3 with too many iterations used for a positive wildcard proof).",
CVE-2021-36690,2021-08-24,high,sqlite3,fixed,3.39.3-1,"['lemon', 'libsqlite3-0', 'libsqlite3-dev', 'libsqlite3-tcl', 'sqlite3', 'sqlite3-doc']","X86,MIPS,ARM",,7.5,跨界内存读,,"A segmentation fault can occur in the sqlite3.exe command-line component of SQLite 3.36.0 via the idxGetTableInfo function when there is a crafted SQL query. NOTE: the vendor disputes the relevance of this report because a sqlite3.exe user already has full privileges (e.g., is intentionally allowed to execute commands). This report does NOT imply any problem in the SQLite library.",UTSA-2022-000442
CVE-2021-37750,2021-08-23,medium,krb5,fixed,1.17.6-deepin1,"['krb5-admin-server', 'krb5-doc', 'krb5-gss-samples', 'krb5-k5tls', 'krb5-kdc', 'krb5-kdc-ldap', 'krb5-kpropd', 'krb5-locales', 'krb5-multidev', 'krb5-otp', 'krb5-pkinit', 'krb5-user', 'libgssapi-krb5-2', 'libgssrpc4', 'libk5crypto3', 'libkadm5clnt-mit11', 'libkadm5srv-mit11', 'libkdb5-9', 'libkrad-dev', 'libkrad0', 'libkrb5-3', 'libkrb5-dbg', 'libkrb5-dev', 'libkrb5support0']","X86,MIPS,ARM",,6.5,空指针解引用,,The Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) before 1.18.5 and 1.19.x before 1.19.3 has a NULL pointer dereference in kdc/do_tgs_req.c via a FAST inner body that lacks a server field.,UTSA-2022-001405
CVE-2021-35940,2021-08-23,high,apr,unaffected,,"['libapr1', 'libapr1-dbg', 'libapr1-dev']","X86,MIPS,ARM",,7.1,跨界内存读,,"An out-of-bounds array read in the apr_time_exp*() functions was fixed in the Apache Portable Runtime 1.6.3 release (CVE-2017-12613). The fix for this issue was not carried forward to the APR 1.7.x branch, and hence version 1.7.0 regressed compared to 1.6.3 and is vulnerable to the same issue.",
CVE-2020-18774,2021-08-23,medium,exiv2,unaffected,,"['exiv2', 'libexiv2-14', 'libexiv2-dev', 'libexiv2-doc']","X86,MIPS,ARM",,6.5,除零错误,,A float point exception in the printLong function in tags_int.cpp of Exiv2 0.27.99.0 allows attackers to cause a denial of service (DOS) via a crafted tif file.,
CVE-2020-18773,2021-08-23,medium,exiv2,unaffected,,"['exiv2', 'libexiv2-14', 'libexiv2-dev', 'libexiv2-doc']","X86,MIPS,ARM",,6.5,内存缓冲区边界内操作的限制不恰当,,An invalid memory access in the decode function in iptc.cpp of Exiv2 0.27.99.0 allows attackers to cause a denial of service (DOS) via a crafted tif file.,
CVE-2020-36477,2021-08-22,medium,mbedtls,unaffected,,"['libmbedcrypto3', 'libmbedtls-dev', 'libmbedtls-doc', 'libmbedtls12', 'libmbedx509-0']","X86,MIPS,ARM",,5.9,证书验证不恰当,,"An issue was discovered in Mbed TLS before 2.24.0. The verification of X.509 certificates when matching the expected common name (the cn argument of mbedtls_x509_crt_verify) with the actual certificate name is mishandled: when the subjecAltName extension is present, the expected name is compared to any name in that extension regardless of its type. This means that an attacker could impersonate a 4-byte or 16-byte domain by getting a certificate for the corresponding IPv4 or IPv6 address (this would require the attacker to control that IP address, though).",
CVE-2020-18899,2021-08-19,medium,exiv2,unaffected,,"['exiv2', 'libexiv2-14', 'libexiv2-dev', 'libexiv2-doc']","X86,MIPS,ARM",,6.5,不加限制或调节的资源分配,,An uncontrolled memory allocation in DataBufdata(subBox.length-sizeof(box)) function of Exiv2 0.27 allows attackers to cause a denial of service (DOS) via a crafted input.,
CVE-2020-18898,2021-08-19,medium,exiv2,unaffected,,"['exiv2', 'libexiv2-14', 'libexiv2-dev', 'libexiv2-doc']","X86,MIPS,ARM",,6.5,跨界内存写,,A stack exhaustion issue in the printIFDStructure function of Exiv2 0.27 allows remote attackers to cause a denial of service (DOS) via a crafted file.,
CVE-2021-37617,2021-08-18,high,nextcloud-desktop,unaffected,,"['caja-nextcloud', 'dolphin-nextcloud', 'libnextcloudsync-dev', 'libnextcloudsync0', 'nautilus-nextcloud', 'nemo-nextcloud', 'nextcloud-desktop', 'nextcloud-desktop-cmd', 'nextcloud-desktop-common', 'nextcloud-desktop-doc', 'nextcloud-desktop-l10n']","X86,MIPS,ARM",,7.3,不可信的搜索路径,,"The Nextcloud Desktop Client is a tool to synchronize files from Nextcloud Server with a computer. The Nextcloud Desktop Client invokes its uninstaller script when being installed to make sure there are no remnants of previous installations. In versions 3.0.3 through 3.2.4, the Client searches the `Uninstall.exe` file in a folder that can be written by regular users. This could lead to a case where a malicious user creates a malicious `Uninstall.exe`, which would be executed with administrative privileges on the Nextcloud Desktop Client installation. This issue is fixed in Nextcloud Desktop Client version 3.3.0. As a workaround, do not allow untrusted users to create content in the `C:\` system folder and verify that there is no malicious `C:\Uninstall.exe` file on the system.",
CVE-2021-25218,2021-08-18,high,bind9,unaffected,,"['bind9', 'bind9-doc', 'bind9-host', 'bind9utils', 'dnsutils', 'libbind-dev', 'libbind-export-dev', 'libbind9-161', 'libdns-export1104', 'libdns-export1104-udeb', 'libdns1104', 'libirs-export161', 'libirs-export161-udeb', 'libirs161', 'libisc-export1100', 'libisc-export1100-udeb', 'libisc1100', 'libisccc-export161', 'libisccc-export161-udeb', 'libisccc161', 'libisccfg-export163', 'libisccfg-export163-udeb', 'libisccfg163', 'liblwres161']","X86,MIPS,ARM",,7.5,可达断言,,"In BIND 9.16.19, 9.17.16. Also, version 9.16.19-S1 of BIND Supported Preview Edition When a vulnerable version of named receives a query under the circumstances described above, the named process will terminate due to a failed assertion check. The vulnerability affects only BIND 9 releases 9.16.19, 9.17.16, and release 9.16.19-S1 of the BIND Supported Preview Edition.",
CVE-2021-21862,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer truncation vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an improper memory allocation resulting in a heap-based buffer overflow that causes memory corruption The implementation of the parser used for the “Xtra” FOURCC code is handled. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21858,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked addition arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21857,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked addition arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21856,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked addition arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21855,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked addition arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21854,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked addition arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21853,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked addition arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21852,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input at “stss” decoder can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21851,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input at “csgp” decoder sample group description indices can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21847,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input in “stts” decoder can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21846,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input in “stsz” decoder can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21845,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input in “stsc” decoder can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21844,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,"Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input when encountering an atom using the “stco” FOURCC code, can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.",
CVE-2021-21843,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,"Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. After validating the number of ranges, at [41] the library will multiply the count by the size of the GF_SubsegmentRangeInfo structure. On a 32-bit platform, this multiplication can result in an integer overflow causing the space of the array being allocated to be less than expected. An attacker can convince a user to open a video to trigger this vulnerability.",
CVE-2021-21839,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21838,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-21837,2021-08-18,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,Multiple exploitable integer overflow vulnerabilities exist within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an integer overflow due to unchecked arithmetic resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-39242,2021-08-17,high,haproxy,unaffected,,"['haproxy', 'haproxy-doc', 'vim-haproxy']","X86,MIPS,ARM",,7.5,对异常条件的处理不恰当,,"An issue was discovered in HAProxy 2.2 before 2.2.16, 2.3 before 2.3.13, and 2.4 before 2.4.3. It can lead to a situation with an attacker-controlled HTTP Host header, because a mismatch between Host and authority is mishandled.",
CVE-2021-39241,2021-08-17,medium,haproxy,unaffected,,"['haproxy', 'haproxy-doc', 'vim-haproxy']","X86,MIPS,ARM",,5.3,,,"An issue was discovered in HAProxy 2.0 before 2.0.24, 2.2 before 2.2.16, 2.3 before 2.3.13, and 2.4 before 2.4.3. An HTTP method name may contain a space followed by the name of a protected resource. It is possible that a server would interpret this as a request for that protected resource, such as in the ""GET /admin? HTTP/1.1 /static/images HTTP/1.1"" example.",
CVE-2021-39240,2021-08-17,high,haproxy,unaffected,,"['haproxy', 'haproxy-doc', 'vim-haproxy']","X86,MIPS,ARM",,7.5,,,"An issue was discovered in HAProxy 2.2 before 2.2.16, 2.3 before 2.3.13, and 2.4 before 2.4.3. It does not ensure that the scheme and path portions of a URI have the expected characters. For example, the authority field (as observed on a target HTTP/2 server) might differ from what the routing rules were intended to achieve.",
CVE-2021-29987,2021-08-17,medium,thunderbird,unaffected,,"['lightning', 'thunderbird', 'thunderbird-l10n-all', 'thunderbird-l10n-ar', 'thunderbird-l10n-ast', 'thunderbird-l10n-be', 'thunderbird-l10n-bg', 'thunderbird-l10n-br', 'thunderbird-l10n-ca', 'thunderbird-l10n-cs', 'thunderbird-l10n-cy', 'thunderbird-l10n-da', 'thunderbird-l10n-de', 'thunderbird-l10n-dsb', 'thunderbird-l10n-el', 'thunderbird-l10n-en-gb', 'thunderbird-l10n-es-ar', 'thunderbird-l10n-es-es', 'thunderbird-l10n-et', 'thunderbird-l10n-eu', 'thunderbird-l10n-fi', 'thunderbird-l10n-fr', 'thunderbird-l10n-fy-nl', 'thunderbird-l10n-ga-ie', 'thunderbird-l10n-gd', 'thunderbird-l10n-gl', 'thunderbird-l10n-he', 'thunderbird-l10n-hr', 'thunderbird-l10n-hsb', 'thunderbird-l10n-hu', 'thunderbird-l10n-hy-am', 'thunderbird-l10n-id', 'thunderbird-l10n-is', 'thunderbird-l10n-it', 'thunderbird-l10n-ja', 'thunderbird-l10n-kab', 'thunderbird-l10n-kk', 'thunderbird-l10n-ko', 'thunderbird-l10n-lt', 'thunderbird-l10n-ms', 'thunderbird-l10n-nb-no', 'thunderbird-l10n-nl', 'thunderbird-l10n-nn-no', 'thunderbird-l10n-pl', 'thunderbird-l10n-pt-br']","X86,MIPS,ARM",,6.5,过多认证尝试的限制不恰当,,"After requesting multiple permissions, and closing the first permission panel, subsequent permission panels will be displayed in a different position but still record a click in the default location, making it possible to trick a user into accepting a permission they did not want to. *This bug only affects Firefox on Linux. Other operating systems are unaffected.*. This vulnerability affects Firefox < 91 and Thunderbird < 91.",
CVE-2021-29982,2021-08-17,medium,thunderbird,unaffected,,"['lightning', 'thunderbird', 'thunderbird-l10n-all', 'thunderbird-l10n-ar', 'thunderbird-l10n-ast', 'thunderbird-l10n-be', 'thunderbird-l10n-bg', 'thunderbird-l10n-br', 'thunderbird-l10n-ca', 'thunderbird-l10n-cs', 'thunderbird-l10n-cy', 'thunderbird-l10n-da', 'thunderbird-l10n-de', 'thunderbird-l10n-dsb', 'thunderbird-l10n-el', 'thunderbird-l10n-en-gb', 'thunderbird-l10n-es-ar', 'thunderbird-l10n-es-es', 'thunderbird-l10n-et', 'thunderbird-l10n-eu', 'thunderbird-l10n-fi', 'thunderbird-l10n-fr', 'thunderbird-l10n-fy-nl', 'thunderbird-l10n-ga-ie', 'thunderbird-l10n-gd', 'thunderbird-l10n-gl', 'thunderbird-l10n-he', 'thunderbird-l10n-hr', 'thunderbird-l10n-hsb', 'thunderbird-l10n-hu', 'thunderbird-l10n-hy-am', 'thunderbird-l10n-id', 'thunderbird-l10n-is', 'thunderbird-l10n-it', 'thunderbird-l10n-ja', 'thunderbird-l10n-kab', 'thunderbird-l10n-kk', 'thunderbird-l10n-ko', 'thunderbird-l10n-lt', 'thunderbird-l10n-ms', 'thunderbird-l10n-nb-no', 'thunderbird-l10n-nl', 'thunderbird-l10n-nn-no', 'thunderbird-l10n-pl', 'thunderbird-l10n-pt-br']","X86,MIPS,ARM",,6.5,对已超过有效生命周期的资源丧失索引,,"Due to incorrect JIT optimization, we incorrectly interpreted data from the wrong type of object, resulting in the potential leak of a single bit of memory. This vulnerability affects Firefox < 91 and Thunderbird < 91.",
CVE-2021-29981,2021-08-17,high,thunderbird,unaffected,,"['lightning', 'thunderbird', 'thunderbird-l10n-all', 'thunderbird-l10n-ar', 'thunderbird-l10n-ast', 'thunderbird-l10n-be', 'thunderbird-l10n-bg', 'thunderbird-l10n-br', 'thunderbird-l10n-ca', 'thunderbird-l10n-cs', 'thunderbird-l10n-cy', 'thunderbird-l10n-da', 'thunderbird-l10n-de', 'thunderbird-l10n-dsb', 'thunderbird-l10n-el', 'thunderbird-l10n-en-gb', 'thunderbird-l10n-es-ar', 'thunderbird-l10n-es-es', 'thunderbird-l10n-et', 'thunderbird-l10n-eu', 'thunderbird-l10n-fi', 'thunderbird-l10n-fr', 'thunderbird-l10n-fy-nl', 'thunderbird-l10n-ga-ie', 'thunderbird-l10n-gd', 'thunderbird-l10n-gl', 'thunderbird-l10n-he', 'thunderbird-l10n-hr', 'thunderbird-l10n-hsb', 'thunderbird-l10n-hu', 'thunderbird-l10n-hy-am', 'thunderbird-l10n-id', 'thunderbird-l10n-is', 'thunderbird-l10n-it', 'thunderbird-l10n-ja', 'thunderbird-l10n-kab', 'thunderbird-l10n-kk', 'thunderbird-l10n-ko', 'thunderbird-l10n-lt', 'thunderbird-l10n-ms', 'thunderbird-l10n-nb-no', 'thunderbird-l10n-nl', 'thunderbird-l10n-nn-no', 'thunderbird-l10n-pl', 'thunderbird-l10n-pt-br']","X86,MIPS,ARM",,8.8,,,An issue present in lowering/register allocation could have led to obscure but deterministic register confusion failures in JITted code that would lead to a potentially exploitable crash. This vulnerability affects Firefox < 91 and Thunderbird < 91.,
CVE-2021-25263,2021-08-17,high,clickhouse,unaffected,,None,"X86,MIPS,ARM",,7.8,,,"Local privilege vulnerability in Yandex Browser for Windows prior to 21.9.0.390 allows a local, low privileged, attacker to execute arbitary code with the SYSTEM privileges through manipulating files in directory with insecure permissions during Yandex Browser update process.",
CVE-2021-33193,2021-08-16,high,apache2,fixed,2.4.41.7-1,"['apache2', 'apache2-bin', 'apache2-data', 'apache2-dev', 'apache2-doc', 'apache2-ssl-dev', 'apache2-suexec-custom', 'apache2-suexec-pristine', 'apache2-utils', 'libapache2-mod-md', 'libapache2-mod-proxy-uwsgi']","X86,MIPS,ARM",,7.5,,,"A crafted method sent through HTTP/2 will bypass validation and be forwarded by mod_proxy, which can lead to request splitting or cache poisoning. This issue affects Apache HTTP Server 2.4.17 to 2.4.48.",UTSA-2023-000713
CVE-2021-22931,2021-08-16,critical,nodejs,unaffected,,"['libnode-dev', 'libnode64', 'nodejs', 'nodejs-doc']","X86,MIPS,ARM",,9.8,输入验证不恰当,,"Node.js before 16.6.0, 14.17.4, and 12.22.4 is vulnerable to Remote Code Execution, XSS, Application crashes due to missing input validation of host names returned by Domain Name Servers in Node.js dns library which can lead to output of wrong hostnames (leading to Domain Hijacking) and injection vulnerabilities in applications using the library.",
CVE-2021-21861,2021-08-16,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,数值类型间的不正确转换,,"An exploitable integer truncation vulnerability exists within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. When processing the 'hdlr' FOURCC code, a specially crafted MPEG-4 input can cause an improper memory allocation resulting in a heap-based buffer overflow that causes memory corruption. An attacker can convince a user to open a video to trigger this vulnerability.",
CVE-2021-21860,2021-08-16,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,不加限制或调节的资源分配,,"An exploitable integer truncation vulnerability exists within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. A specially crafted MPEG-4 input can cause an improper memory allocation resulting in a heap-based buffer overflow that causes memory corruption. The FOURCC code, 'trik', is parsed by the function within the library. An attacker can convince a user to open a video to trigger this vulnerability.",
CVE-2021-21859,2021-08-16,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,8.8,整数溢出或超界折返,,An exploitable integer truncation vulnerability exists within the MPEG-4 decoding functionality of the GPAC Project on Advanced Content library v1.0.1. The stri_box_read function is used when processing atoms using the 'stri' FOURCC code. An attacker can convince a user to open a video to trigger this vulnerability.,
CVE-2021-32808,2021-08-12,medium,ckeditor,unaffected,,['ckeditor'],"X86,MIPS,ARM",,5.4,在Web页面生成时对输入的转义处理不恰当（跨站脚本）,,"ckeditor is an open source WYSIWYG HTML editor with rich content support. A vulnerability has been discovered in the clipboard Widget plugin if used alongside the undo feature. The vulnerability allows a user to abuse undo functionality using malformed widget HTML, which could result in executing JavaScript code. It affects all users using the CKEditor 4 plugins listed above at version >= 4.13.0. The problem has been recognized and patched. The fix will be available in version 4.16.2.",
CVE-2021-38593,2021-08-11,high,qtbase-opensource-src,fixed,5.11.3.42-1+dde,"['libqt5concurrent5', 'libqt5core5a', 'libqt5dbus5', 'libqt5gui5', 'libqt5network5', 'libqt5opengl5', 'libqt5opengl5-dev', 'libqt5printsupport5', 'libqt5sql5', 'libqt5sql5-ibase', 'libqt5sql5-mysql', 'libqt5sql5-odbc', 'libqt5sql5-psql', 'libqt5sql5-sqlite', 'libqt5sql5-tds', 'libqt5test5', 'libqt5widgets5', 'libqt5xml5', 'qt5-default', 'qt5-flatpak-platformtheme', 'qt5-gtk-platformtheme', 'qt5-qmake', 'qt5-qmake-bin', 'qtbase5-dev', 'qtbase5-dev-tools', 'qtbase5-doc', 'qtbase5-doc-html', 'qtbase5-examples', 'qtbase5-private-dev']","X86,MIPS,ARM",,7.5,跨界内存写,,Qt 5.x before 5.15.6 and 6.x through 6.1.2 has an out-of-bounds write in QOutlineMapper::convertPath (called from QRasterPaintEngine::fill and QPaintEngineEx::stroke).,UTSA-2023-000716
CVE-2021-36770,2021-08-11,high,perl,unaffected,,"['libperl-dev', 'libperl5.28', 'perl', 'perl-base', 'perl-debug', 'perl-doc', 'perl-modules-5.28']","X86,MIPS,ARM",,7.8,不可信的搜索路径,,"Encode.pm, as distributed in Perl through 5.34.0, allows local users to gain privileges via a Trojan horse Encode::ConfigLocal library (in the current working directory) that preempts dynamic module loading. Exploitation requires an unusual configuration, and certain 2021 versions of Encode.pm (3.05 through 3.11). This issue occurs because the || operator evaluates @INC in a scalar context, and thus @INC has only an integer value.",
CVE-2021-36770,2021-08-11,high,libencode-perl,unaffected,,['libencode-perl'],"X86,MIPS,ARM",,7.8,不可信的搜索路径,,"Encode.pm, as distributed in Perl through 5.34.0, allows local users to gain privileges via a Trojan horse Encode::ConfigLocal library (in the current working directory) that preempts dynamic module loading. Exploitation requires an unusual configuration, and certain 2021 versions of Encode.pm (3.05 through 3.11). This issue occurs because the || operator evaluates @INC in a scalar context, and thus @INC has only an integer value.",
CVE-2021-32439,2021-08-11,high,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,7.8,未进行输入大小检查的缓冲区拷贝（传统缓冲区溢出）,,Buffer overflow in the stbl_AppendSize function in MP4Box in GPAC 1.0.1 allows attackers to cause a denial of service or execute arbitrary code via a crafted file.,
CVE-2021-32438,2021-08-11,medium,gpac,unaffected,,"['gpac', 'gpac-modules-base', 'libgpac-dev', 'libgpac4']","X86,MIPS,ARM",,5.5,空指针解引用,,The gf_media_export_filters function in GPAC 1.0.1 allows attackers to cause a denial of service (NULL pointer dereference) via a crafted file in the MP4Box command.,
CVE-2021-37623,2021-08-09,medium,exiv2,unaffected,,"['exiv2', 'libexiv2-14', 'libexiv2-dev', 'libexiv2-doc']","X86,MIPS,ARM",,5.5,不可达退出条件的循环（无限循环）,,"Exiv2 is a command-line utility and C++ library for reading, writing, deleting, and modifying the metadata of image files. An infinite loop was found in Exiv2 versions v0.27.4 and earlier. The infinite loop is triggered when Exiv2 is used to modify the metadata of a crafted image file. An attacker could potentially exploit the vulnerability to cause a denial of service, if they can trick the victim into running Exiv2 on a crafted image file. Note that this bug is only triggered when deleting the IPTC data, which is a less frequently used Exiv2 operation that requires an extra command line option (`-d I rm`). The bug is fixed in version v0.27.5.",
