cveid,pub_time,vul_level,source,status,fixed_version,binary,architecture,vul_name,score,vul_category,description,cve_description,utsa_id
CVE-2021-3941,2022-03-25,medium,openexr,fixed,2.2.1.6-deepin1,,"X86,MIPS,ARM",,6.5,,,"In ImfChromaticities.cpp routine RGBtoXYZ(), there are some division operations such as `float Z = (1 - chroma.white.x - chroma.white.y) * Y / chroma.white.y;` and `chroma.green.y * (X + Z))) / d;` but the divisor is not checked for a 0 value. A specially crafted file could trigger a divide-by-zero condition which could affect the availability of programs linked with OpenEXR.",UTSA-2023-000375
CVE-2021-3933,2022-03-25,medium,openexr,fixed,2.2.1.6-deepin1,,"X86,MIPS,ARM",,5.5,,,"An integer overflow could occur when OpenEXR processes a crafted file on systems where size_t < 64 bits. This could cause an invalid bytesPerLine and maxBytesPerLine value, which could lead to problems with application stability or lead to other attack paths.",UTSA-2023-000376
CVE-2021-3738,2022-03-02,high,samba,fixed,2:4.9.5.26-1+dde,,"X86,MIPS,ARM",,8.8,,,"In DCE/RPC it is possible to share the handles (cookies for resource state) between multiple connections via a mechanism called 'association groups'. These handles can reference connections to our sam.ldb database. However while the database was correctly shared, the user credentials state was only pointed at, and when one connection within that association group ended, the database would be left pointing at an invalid 'struct session_info'. The most likely outcome here is a crash, but it is possible that the use-after-free could instead allow different user state to be pointed at and this might allow more privileged access.",UTSA-2023-000267
CVE-2021-31566,2022-08-23,high,libarchive,fixed,3.3.3.2-deepin1,,"X86,MIPS,ARM",,7.8,,,"An improper link resolution flaw can occur while extracting an archive leading to changing modes, times, access control lists, and flags of a file outside of the archive. An attacker may provide a malicious archive to a victim user, who would trigger this flaw when trying to extract the archive. A local attacker may use this flaw to gain more privileges in a system.",UTSA-2023-000990
CVE-2021-23222,2022-03-02,medium,postgresql-11,fixed,11.18-0+deb10u1,,"X86,MIPS,ARM",,5.9,,,"A man-in-the-middle attacker can inject false responses to the client's first few queries, despite the use of SSL certificate verification and encryption.",UTSA-2023-000991
CVE-2021-23214,2022-03-04,high,postgresql-11,fixed,11.18-0+deb10u1,,"X86,MIPS,ARM",,8.1,,,"When the server is configured to use trust authentication with a clientcert requirement or to use cert authentication, a man-in-the-middle attacker can inject arbitrary SQL queries when a connection is first established, despite the use of SSL certificate verification and encryption.",UTSA-2023-000992
CVE-2021-23192,2022-03-02,high,samba,unaffected,,,"X86,MIPS,ARM",,7.5,,,"A flaw was found in the way samba implemented DCE/RPC. If a client to a Samba server sent a very large DCE/RPC request, and chose to fragment it, an attacker could replace later fragments with their own data, bypassing the signature requirements.",
CVE-2021-23177,2022-08-23,high,libarchive,fixed,3.3.3.2-deepin1,,"X86,MIPS,ARM",,7.8,,,"An improper link resolution flaw while extracting an archive can lead to changing the access control list (ACL) of the target of the link. An attacker may provide a malicious archive to a victim user, who would trigger this flaw when trying to extract the archive. A local attacker may use this flaw to change the ACL of a file on the system and gain more privileges.",UTSA-2023-000993
CVE-2020-25722,2022-02-18,high,samba,fixed,2:4.9.5.23-1+dde,,"X86,MIPS,ARM",,8.8,,,Multiple flaws were found in the way samba AD DC implemented access and conformance checking of stored data. An attacker could use this flaw to cause total domain compromise.,UTSA-2022-000067
CVE-2020-25721,2022-03-16,high,samba,fixed,2:4.9.5.23-1+dde,,"X86,MIPS,ARM",,8.8,,,Kerberos acceptors need easy access to stable AD identifiers (eg objectSid). Samba as an AD DC now provides a way for Linux applications to obtain a reliable SID (and samAccountName) in issued tickets.,UTSA-2022-000134
CVE-2020-25719,2022-02-18,high,samba,fixed,2:4.9.5.26-1+dde,,"X86,MIPS,ARM",,7.2,,,"A flaw was found in the way Samba, as an Active Directory Domain Controller, implemented Kerberos name-based authentication. The Samba AD DC, could become confused about the user a ticket represents if it did not strictly require a Kerberos PAC and always use the SIDs found within. The result could include total domain compromise.",UTSA-2023-000268
CVE-2020-25718,2022-02-18,high,samba,fixed,2:4.9.5.26-1+dde,,"X86,MIPS,ARM",,8.8,,,"A flaw was found in the way samba, as an Active Directory Domain Controller, is able to support an RODC (read-only domain controller). This would allow an RODC to print administrator tickets.",UTSA-2023-000269
CVE-2020-25717,2022-02-18,high,samba,fixed,2:4.9.5.23-1+dde,,"X86,MIPS,ARM",,8.1,,,A flaw was found in the way Samba maps domain users to local users. An authenticated attacker could use this flaw to cause possible privilege escalation.,UTSA-2022-000132
CVE-2016-2124,2022-02-18,medium,samba,fixed,2:4.9.5.23-1+dde,,"X86,MIPS,ARM",,5.9,,,A flaw was found in the way samba implemented SMB1 authentication. An attacker could use this flaw to retrieve the plaintext password sent over the wire even if Kerberos authentication was required.,UTSA-2022-000133
CVE-2021-4173,2021-12-27,high,vim,unaffected,,,"X86,MIPS,ARM",,7.8,,,vim is vulnerable to Use After Free,
CVE-2021-44790,2021-12-20,critical,apache2,fixed,2.4.41.5-1,,"X86,MIPS,ARM",,9.8,,,A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser (r:parsebody() called from Lua scripts). The Apache httpd team is not aware of an exploit for the vulnerabilty though it might be possible to craft one. This issue affects Apache HTTP Server 2.4.51 and earlier.,UTSA-2023-001851
CVE-2021-44224,2021-12-20,high,apache2,fixed,2.4.41.5-1,,"X86,MIPS,ARM",,8.2,,,"A crafted URI sent to httpd configured as a forward proxy (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for configurations mixing forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix Domain Socket endpoint (Server Side Request Forgery). This issue affects Apache HTTP Server 2.4.7 up to 2.4.51 (included).",UTSA-2023-001852
CVE-2021-4136,2021-12-19,high,vim,unaffected,,,"X86,MIPS,ARM",,7.8,,,vim is vulnerable to Heap-based Buffer Overflow,
CVE-2021-4011,2021-12-17,high,xorg-server,fixed,2:1.20.4.25-1+dde,,"X86,MIPS,ARM",,7.8,,,A flaw was found in xorg-x11-server in versions before 21.1.2 and before 1.20.14. An out-of-bounds access can occur in the SwapCreateRegister function. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.,UTSA-2022-000728
CVE-2021-4010,2021-12-17,high,xorg-server,fixed,2:1.20.4.25-1+dde,,"X86,MIPS,ARM",,7.8,,,A flaw was found in xorg-x11-server in versions before 21.1.2 and before 1.20.14. An out-of-bounds access can occur in the SProcScreenSaverSuspend function. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.,UTSA-2022-000729
CVE-2021-4009,2021-12-17,high,xorg-server,fixed,2:1.20.4.25-1+dde,,"X86,MIPS,ARM",,7.8,,,A flaw was found in xorg-x11-server in versions before 21.1.2 and before 1.20.14. An out-of-bounds access can occur in the SProcXFixesCreatePointerBarrier function. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.,UTSA-2022-000730
CVE-2021-4008,2021-12-17,high,xorg-server,fixed,2:1.20.4.25-1+dde,,"X86,MIPS,ARM",,7.8,,,A flaw was found in xorg-x11-server in versions before 21.1.2 and before 1.20.14. An out-of-bounds access can occur in the SProcRenderCompositeGlyphs function. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.,UTSA-2022-000731
CVE-2021-45078,2021-12-15,high,binutils,fixed,2.31.1.5-1+dde,,"X86,MIPS,ARM",,7.8,,,"stab_xcoff_builtin_type in stabs.c in GNU Binutils through 2.37 allows attackers to cause a denial of service (heap-based buffer overflow) or possibly have unspecified other impact, as demonstrated by an out-of-bounds write. NOTE: this issue exists because of an incorrect fix for CVE-2018-12699.",UTSA-2022-000110
CVE-2021-44228,2021-12-10,critical,apache-log4j2,fixed,2.11.2-2+dde,,"X86,MIPS,ARM",,10,,,"Apache Log4j2 2.0-beta9 through 2.15.0 (excluding security releases 2.12.2, 2.12.3, and 2.3.1) JNDI features used in configuration, log messages, and parameters do not protect against attacker controlled LDAP and other JNDI related endpoints. An attacker who can control log messages or log message parameters can execute arbitrary code loaded from LDAP servers when message lookup substitution is enabled. From log4j 2.15.0, this behavior has been disabled by default. From version 2.16.0 (along with 2.12.2, 2.12.3, and 2.3.1), this functionality has been completely removed. Note that this vulnerability is specific to log4j-core and does not affect log4net, log4cxx, or other Apache Logging Services projects.",UTSA-2021-000087
CVE-2021-43618,2021-11-14,high,gmp,fixed,2:6.1.2.2-1+dde,,"X86,MIPS,ARM",,7.5,整数溢出或超界折返,,"GNU Multiple Precision Arithmetic Library (GMP) through 6.2.1 has an mpz/inp_raw.c integer overflow and resultant buffer overflow via crafted input, leading to a segmentation fault on 32-bit platforms.",UTSA-2022-000123
CVE-2021-43527,2021-12-08,critical,nss,fixed,2:3.42.1.5-1+dde,,"X86,MIPS,ARM",,9.8,,,"NSS (Network Security Services) versions prior to 3.73 or 3.68.1 ESR are vulnerable to a heap overflow when handling DER-encoded DSA or RSA-PSS signatures. Applications using NSS for handling signatures encoded within CMS, S/MIME, PKCS \#7, or PKCS \#12 are likely to be impacted. Applications using NSS for certificate validation or other TLS, X.509, OCSP or CRL functionality may be impacted, depending on how they configure NSS. *Note: This vulnerability does NOT impact Mozilla Firefox.* However, email clients and PDF viewers that use NSS for signature verification, such as Thunderbird, LibreOffice, Evolution and Evince are believed to be impacted. This vulnerability affects NSS < 3.73 and NSS < 3.68.1.",UTSA-2023-000696
CVE-2021-41270,2021-11-24,medium,symfony,unaffected,无,,"X86,MIPS,ARM",,6.5,,,"Symfony/Serializer handles serializing and deserializing data structures for Symfony, a PHP framework for web and console applications and a set of reusable PHP components. Symfony versions 4.1.0 before 4.4.35 and versions 5.0.0 before 5.3.12 are vulnerable to CSV injection, also known as formula injection. In Symfony 4.1, maintainers added the opt-in `csv_escape_formulas` option in the `CsvEncoder`, to prefix all cells starting with `=`, `+`, `-` or `@` with a tab `\t`. Since then, OWASP added 2 chars in that list: Tab (0x09) and Carriage return (0x0D). This makes the previous prefix char (Tab `\t`) part of the vulnerable characters, and OWASP suggests using the single quote `'` for prefixing the value. Starting with versions 4.4.34 and 5.3.12, Symfony now follows the OWASP recommendations and uses the single quote `'` to prefix formulas and add the prefix to cells starting by `\t`, `\r` as well as `=`, `+`, `-` and `@`.",
CVE-2021-41268,2021-11-24,high,symfony,unaffected,无,,"X86,MIPS,ARM",,8.8,,,"Symfony/SecurityBundle is the security system for Symfony, a PHP framework for web and console applications and a set of reusable PHP components. Since the rework of the Remember me cookie in version 5.3.0, the cookie is not invalidated when the user changes their password. Attackers can therefore maintain their access to the account even if the password is changed as long as they have had the chance to login once and get a valid remember me cookie. Starting with version 5.3.12, Symfony makes the password part of the signature by default. In that way, when the password changes, then the cookie is not valid anymore.",
CVE-2021-41267,2021-11-24,medium,symfony,unaffected,无,,"X86,MIPS,ARM",,6.5,,,"Symfony/Http-Kernel is the HTTP kernel component for Symfony, a PHP framework for web and console applications and a set of reusable PHP components. Headers that are not part of the ""trusted_headers"" allowed list are ignored and protect users from ""Cache poisoning"" attacks. In Symfony 5.2, maintainers added support for the `X-Forwarded-Prefix` headers, but this header was accessible in SubRequest, even if it was not part of the ""trusted_headers"" allowed list. An attacker could leverage this opportunity to forge requests containing a `X-Forwarded-Prefix` header, leading to a web cache poisoning issue. Versions 5.3.12 and later have a patch to ensure that the `X-Forwarded-Prefix` header is not forwarded to subrequests when it is not trusted.",
CVE-2021-4069,2021-12-06,high,vim,fixed,2:8.1.0875.6-1+dde,,"X86,MIPS,ARM",,7.8,,,vim is vulnerable to Use After Free,UTSA-2022-000101
CVE-2021-4044,2021-12-14,high,openssl,unaffected,,,"X86,MIPS,ARM",,7.5,,,"Internally libssl in OpenSSL calls X509_verify_cert() on the client side to verify a certificate supplied by a server. That function may return a negative return value to indicate an internal error (for example out of memory). Such a negative return value is mishandled by OpenSSL and will cause an IO function (such as SSL_connect() or SSL_do_handshake()) to not indicate success and a subsequent call to SSL_get_error() to return the value SSL_ERROR_WANT_RETRY_VERIFY. This return value is only supposed to be returned by OpenSSL if the application has previously called SSL_CTX_set_cert_verify_callback(). Since most applications do not do this the SSL_ERROR_WANT_RETRY_VERIFY return value from SSL_get_error() will be totally unexpected and applications may not behave correctly as a result. The exact behaviour will depend on the application but it could result in crashes, infinite loops or other similar incorrect responses. This issue is made more serious in combination with a separate bug in OpenSSL 3.0 that will cause X509_verify_cert() to indicate an internal error when processing a certificate chain. This will occur where a certificate does not include the Subject Alternative Name extension but where a Certificate Authority has enforced name constraints. This issue can occur even with valid chains. By combining the two issues an attacker could induce incorrect, application dependent behaviour. Fixed in OpenSSL 3.0.1 (Affected 3.0.0).",
CVE-2021-39929,2021-11-19,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,Uncontrolled Recursion in the Bluetooth DHT dissector in Wireshark 3.4.0 to 3.4.9 and 3.2.0 to 3.2.17 allows denial of service via packet injection or crafted capture file,UTSA-2022-000732
CVE-2021-39928,2021-11-18,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,NULL pointer exception in the IEEE 802.11 dissector in Wireshark 3.4.0 to 3.4.9 and 3.2.0 to 3.2.17 allows denial of service via packet injection or crafted capture file,UTSA-2022-000733
CVE-2021-39926,2021-11-19,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,Buffer overflow in the Bluetooth HCI_ISO dissector in Wireshark 3.4.0 to 3.4.9 allows denial of service via packet injection or crafted capture file,UTSA-2022-000734
CVE-2021-39925,2021-11-19,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,Buffer overflow in the Bluetooth SDP dissector in Wireshark 3.4.0 to 3.4.9 and 3.2.0 to 3.2.17 allows denial of service via packet injection or crafted capture file,UTSA-2022-000735
CVE-2021-39924,2021-11-19,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,Large loop in the Bluetooth DHT dissector in Wireshark 3.4.0 to 3.4.9 and 3.2.0 to 3.2.17 allows denial of service via packet injection or crafted capture file,UTSA-2022-000736
CVE-2021-39923,2021-11-19,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,Large loop in the PNRP dissector in Wireshark 3.4.0 to 3.4.9 and 3.2.0 to 3.2.17 allows denial of service via packet injection or crafted capture file,UTSA-2022-000737
CVE-2021-39922,2021-11-19,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,Buffer overflow in the C12.22 dissector in Wireshark 3.4.0 to 3.4.9 and 3.2.0 to 3.2.17 allows denial of service via packet injection or crafted capture file,UTSA-2022-000738
CVE-2021-39921,2021-11-19,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,NULL pointer exception in the Modbus dissector in Wireshark 3.4.0 to 3.4.9 and 3.2.0 to 3.2.17 allows denial of service via packet injection or crafted capture file,UTSA-2022-000739
CVE-2021-39920,2021-11-18,high,wireshark,fixed,2.6.20-0+deb10u4,,"X86,MIPS,ARM",,7.5,,,NULL pointer exception in the IPPUSB dissector in Wireshark 3.4.0 to 3.4.9 allows denial of service via packet injection or crafted capture file,UTSA-2022-000740
CVE-2021-3984,2021-12-01,high,vim,fixed,2:8.1.0875.6-1+dde,,"X86,MIPS,ARM",,7.8,,,vim is vulnerable to Heap-based Buffer Overflow,UTSA-2022-000096
CVE-2021-3974,2021-11-19,high,vim,fixed,2:8.1.0875.6-1+dde,,"X86,MIPS,ARM",,7.8,,,vim is vulnerable to Use After Free,UTSA-2022-000097
CVE-2021-3973,2021-11-19,high,vim,fixed,2:8.1.0875.6-1+dde,,"X86,MIPS,ARM",,7.8,,,vim is vulnerable to Heap-based Buffer Overflow,UTSA-2022-000098
CVE-2021-3968,2021-11-19,high,vim,unaffected,,,"X86,MIPS,ARM",,8,,,vim is vulnerable to Heap-based Buffer Overflow,
CVE-2021-3939,2021-11-16,high,accountsservice,unaffected,,,"X86,MIPS,ARM",,7.8,对无效指针或索引的释放,,"Ubuntu-specific modifications to accountsservice (in patch file debian/patches/0010-set-language.patch) caused the fallback_locale variable, pointing to static storage, to be freed, in the user_change_language_authorized_cb function. This is reachable via the SetLanguage dbus function. This is fixed in versions 0.6.55-0ubuntu12~20.04.5, 0.6.55-0ubuntu13.3, 0.6.55-0ubuntu14.1.",
CVE-2021-28710,2021-11-21,high,xen,unaffected,无,,"X86,MIPS,ARM",,8.8,,,"certain VT-d IOMMUs may not work in shared page table mode For efficiency reasons, address translation control structures (page tables) may (and, on suitable hardware, by default will) be shared between CPUs, for second-level translation (EPT), and IOMMUs. These page tables are presently set up to always be 4 levels deep. However, an IOMMU may require the use of just 3 page table levels. In such a configuration the lop level table needs to be stripped before inserting the root table's address into the hardware pagetable base register. When sharing page tables, Xen erroneously skipped this stripping. Consequently, the guest is able to write to leaf page table entries.",
CVE-2020-36134,2021-12-02,medium,aom,unaffected,,,"X86,MIPS,ARM",,6.5,,,AOM v2.0.1 was discovered to contain a segmentation violation via the component aom_dsp/x86/obmc_sad_avx2.c.,
CVE-2020-36129,2021-12-02,high,aom,unaffected,,,"X86,MIPS,ARM",,8.8,,,AOM v2.0.1 was discovered to contain a stack buffer overflow via the component src/aom_image.c.,
CVE-2019-8922,2021-11-29,high,bluez,fixed,5.50.26-1+dde,,"X86,MIPS,ARM",,8.8,,,"A heap-based buffer overflow was discovered in bluetoothd in BlueZ through 5.48. There isn't any check on whether there is enough space in the destination buffer. The function simply appends all data passed to it. The values of all attributes that are requested are appended to the output buffer. There are no size checks whatsoever, resulting in a simple heap overflow if one can craft a request where the response is large enough to overflow the preallocated buffer. This issue exists in service_attr_req gets called by process_request (in sdpd-request.c), which also allocates the response buffer.",UTSA-2022-000102
CVE-2019-8921,2021-11-29,medium,bluez,fixed,5.50.26-1+dde,,"X86,MIPS,ARM",,6.5,,,"An issue was discovered in bluetoothd in BlueZ through 5.48. The vulnerability lies in the handling of a SVC_ATTR_REQ by the SDP implementation. By crafting a malicious CSTATE, it is possible to trick the server into returning more bytes than the buffer actually holds, resulting in leaking arbitrary heap data. The root cause can be found in the function service_attr_req of sdpd-request.c. The server does not check whether the CSTATE data is the same in consecutive requests, and instead simply trusts that it is the same.",UTSA-2022-000103
CVE-2021-43396,2021-11-04,high,glibc,fixed,2.28.21-1+deepin-1,,"X86,MIPS,ARM",,7.5,,,"In iconvdata/iso-2022-jp-3.c in the GNU C Library (aka glibc) 2.34, remote attackers can force iconv() to emit a spurious '\0' character via crafted ISO-2022-JP-3 data that is accompanied by an internal state reset. This may affect data integrity in certain iconv() use cases. NOTE: the vendor states ""the bug cannot be invoked through user input and requires iconv to be invoked with a NULL inbuf, which ought to require a separate application bug to do so unintentionally. Hence there's no security impact to the bug.",UTSA-2022-000515
CVE-2021-3928,2021-11-05,high,vim,fixed,2:8.1.0875.4-1+dde,,"X86,MIPS,ARM",,7.8,栈缓冲区溢出,,vim is vulnerable to Use of Uninitialized Variable,UTSA-2022-000090
CVE-2021-3927,2021-11-05,high,vim,fixed,2:8.1.0875.4-1+dde,,"X86,MIPS,ARM",,7.8,堆缓冲区溢出,,vim is vulnerable to Heap-based Buffer Overflow,UTSA-2022-000089
CVE-2021-3736,2022-08-23,medium,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,5.5,,,A flaw was found in the Linux kernel. A memory leak problem was found in mbochs_ioctl in samples/vfio-mdev/mbochs.c in Virtual Function I/O (VFIO) Mediated devices. This flaw could allow a local attacker to leak internal kernel information.,
CVE-2021-0924,2021-12-15,high,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,7.8,,,"In xhci_vendor_get_ops of xhci.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-194461020References: Upstream kernel",
CVE-2021-0920,2021-12-15,medium,kernel-4.19,unaffected,4.19.200,,"X86,MIPS,ARM",,6.4,,,"In unix_scm_to_skb of af_unix.c, there is a possible use after free bug due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-196926917References: Upstream kernel",
CVE-2021-43082,2021-11-03,critical,trafficserver,unaffected,无,,"X86,MIPS,ARM",,9.8,未进行输入大小检查的缓冲区拷贝（传统缓冲区溢出）,,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') vulnerability in the stats-over-http plugin of Apache Traffic Server allows an attacker to overwrite memory. This issue affects Apache Traffic Server 9.1.0.,
CVE-2021-41585,2021-11-03,high,trafficserver,unaffected,无,,"X86,MIPS,ARM",,7.5,输入验证不恰当,,Improper Input Validation vulnerability in accepting socket connections in Apache Traffic Server allows an attacker to make the server stop accepting new connections. This issue affects Apache Traffic Server 5.0.0 to 9.1.0.,
CVE-2021-3892,2021-12-23,,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,,,,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: CVE-2019-18198. Reason: This candidate is a reservation duplicate of CVE-2019-18198. Notes: All CVE users should reference CVE-2019-18198 instead of this candidate. All references and descriptions in this candidate have been removed to prevent accidental usage.,
CVE-2021-38161,2021-11-03,high,trafficserver,fixed,8.0.2.5-deepin5,,"X86,MIPS,ARM",,8.1,认证机制不恰当,,Improper Authentication vulnerability in TLS origin verification of Apache Traffic Server allows for man in the middle attacks. This issue affects Apache Traffic Server 8.0.0 to 8.0.8.,UTSA-2023-000259
CVE-2021-37149,2021-11-03,high,trafficserver,fixed,8.0.2.4-1+dde,,"X86,MIPS,ARM",,7.5,输入验证不恰当,,Improper Input Validation vulnerability in header parsing of Apache Traffic Server allows an attacker to smuggle requests. This issue affects Apache Traffic Server 8.0.0 to 8.1.2 and 9.0.0 to 9.1.0.,UTSA-2022-000741
CVE-2021-37148,2021-11-03,high,trafficserver,fixed,8.0.2.4-1+dde,,"X86,MIPS,ARM",,7.5,输入验证不恰当,,Improper input validation vulnerability in header parsing of Apache Traffic Server allows an attacker to smuggle requests. This issue affects Apache Traffic Server 8.0.0 to 8.1.2 and 9.0.0 to 9.0.1.,UTSA-2022-000742
CVE-2021-37147,2021-11-03,high,trafficserver,fixed,8.0.2.4-1+dde,,"X86,MIPS,ARM",,7.5,输入验证不恰当,,Improper input validation vulnerability in header parsing of Apache Traffic Server allows an attacker to smuggle requests. This issue affects Apache Traffic Server 8.0.0 to 8.1.2 and 9.0.0 to 9.1.0.,UTSA-2022-000743
CVE-2021-41611,2021-10-18,high,squid,unaffected,,,"X86,MIPS,ARM",,7.5,证书验证不恰当,,"An issue was discovered in Squid 5.0.6 through 5.1.x before 5.2. When validating an origin server or peer certificate, Squid may incorrectly classify certain certificates as trusted. This problem allows a remote server to obtain security trust well improperly. This indication of trust may be passed along to clients, allowing access to unsafe or hijacked services.",
CVE-2021-28702,2021-10-06,high,xen,unaffected,无,,"X86,MIPS,ARM",,7.6,特权管理不恰当,,"PCI devices with RMRRs not deassigned correctly Certain PCI devices in a system might be assigned Reserved Memory Regions (specified via Reserved Memory Region Reporting, ""RMRR""). These are typically used for platform tasks such as legacy USB emulation. If such a device is passed through to a guest, then on guest shutdown the device is not properly deassigned. The IOMMU configuration for these devices which are not properly deassigned ends up pointing to a freed data structure, including the IO Pagetables. Subsequent DMA or interrupts from the device will have unpredictable behaviour, ranging from IOMMU faults to memory corruption.",
CVE-2021-43057,2021-10-27,high,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,7.8,释放后使用,,"An issue was discovered in the Linux kernel before 5.14.8. A use-after-free in selinux_ptrace_traceme (aka the SELinux handler for PTRACE_TRACEME) could be used by local attackers to cause memory corruption and escalate privileges, aka CID-a3727a8bac0a. This occurs because of an attempt to access the subjective credentials of another task.",
CVE-2021-43056,2021-10-27,medium,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,5.5,,,"An issue was discovered in the Linux kernel for powerpc before 5.14.15. It allows a malicious KVM guest to crash the host, when the host is running on Power8, due to an arch/powerpc/kvm/book3s_hv_rmhandlers.S implementation bug in the handling of the SRR1 register values.",
CVE-2021-42260,2021-10-11,high,tinyxml,fixed,2.6.2.1-deepin1,,"X86,MIPS,ARM",,7.5,不可达退出条件的循环（无限循环）,,TinyXML through 2.6.2 has an infinite loop in TiXmlParsingData::Stamp in tinyxmlparser.cpp via the TIXML_UTF_LEAD_0 case. It can be triggered by a crafted XML message and leads to a denial of service.,UTSA-2022-000744
CVE-2021-41617,2021-09-26,high,openssh,fixed,1:7.9p1.7-1+dde,,"X86,MIPS,ARM",,7,特权管理不恰当,,"sshd in OpenSSH 6.2 through 8.x before 8.8, when certain non-default configurations are used, allows privilege escalation because supplemental groups are not initialized as expected. Helper programs for AuthorizedKeysCommand and AuthorizedPrincipalsCommand may run with privileges associated with group memberships of the sshd process, if the configuration specifies running the command as a different user.",UTSA-2023-001921
CVE-2021-41160,2021-10-21,high,freerdp2,fixed,2.0.0.5-deepin1,,"X86,MIPS,ARM",,8.8,跨界内存写,,"FreeRDP is a free implementation of the Remote Desktop Protocol (RDP), released under the Apache license. In affected versions a malicious server might trigger out of bound writes in a connected client. Connections using GDI or SurfaceCommands to send graphics updates to the client might send `0` width/height or out of bound rectangles to trigger out of bound writes. With `0` width or heigth the memory allocation will be `0` but the missing bounds checks allow writing to the pointer at this (not allocated) region. This issue has been patched in FreeRDP 2.4.1.",UTSA-2023-000111
CVE-2021-3802,2021-11-29,medium,udisks2,fixed,2.8.1.23-deepin1,,"X86,MIPS,ARM",,4.2,使用共享资源的并发执行不恰当同步问题（竞争条件）,,A vulnerability found in udisks2. This flaw allows an attacker to input a specially crafted image file/USB leading to kernel panic. The highest threat from this vulnerability is to system availability.,UTSA-2023-002827
CVE-2021-3671,2021-10-12,medium,heimdal,fixed,7.5.0.1-deepin1,,"X86,MIPS,ARM",,6.5,空指针解引用,,A null pointer de-reference was found in the way samba kerberos server handled missing sname in TGS-REQ (Ticket Granting Server - Request). An authenticated user could use this flaw to crash the samba server.,UTSA-2023-000994
CVE-2021-41991,2021-10-18,high,strongswan,fixed,5.7.2.1-1+dde,,"X86,MIPS,ARM",,7.5,整数溢出或超界折返,,"The in-memory certificate cache in strongSwan before 5.9.4 has a remote integer overflow upon receiving many requests with different certificates to fill the cache and later trigger the replacement of cache entries. The code attempts to select a less-often-used cache entry by means of a random number generator, but this is not done correctly. Remote code execution might be a slight possibility.",UTSA-2022-000056
CVE-2021-41990,2021-10-18,high,strongswan,fixed,5.7.2.1-1+dde,,"X86,MIPS,ARM",,7.5,整数溢出或超界折返,,"The gmp plugin in strongSwan before 5.9.4 has a remote integer overflow via a crafted certificate with an RSASSA-PSS signature. For example, this can be triggered by an unrelated self-signed CA certificate sent by an initiator. Remote code execution cannot occur.",UTSA-2022-000055
CVE-2021-24489,2021-10-25,medium,intel-microcode,unaffected,,['intel-microcode'],"X86,MIPS,ARM",,4.8,在Web页面生成时对输入的转义处理不恰当（跨站脚本）,,"The Request a Quote WordPress plugin before 2.3.9 does not sanitise, validate or escape some of its settings in the admin dashboard, leading to authenticated Stored Cross-Site Scripting issues even when the unfiltered_html capability is disallowed.",
CVE-2021-42327,2021-10-21,medium,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,6.7,跨界内存写,,dp_link_settings_write in drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_debugfs.c in the Linux kernel through 5.14.14 allows a heap-based buffer overflow by an attacker who can write a string to the AMD GPU display drivers debug filesystem. There are no checks on size within parse_write_buffer_into_params when it uses the size of copy_from_user to copy a userspace buffer into a 40-byte heap buffer.,
CVE-2021-3648,2022-02-16,,binutils,unaffected,,,"X86,MIPS,ARM",,,,,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: CVE-2021-3530. Reason: This candidate is a reservation duplicate of CVE-2021-3530. Notes: All CVE users should reference CVE-2021-3530 instead of this candidate. All references and descriptions in this candidate have been removed to prevent accidental usage.,
